State,Year,Month,Region,TotalHiredSeasonal,Mexican,HiredWorkers,Local,Intrastate,Interstate,TotalForeign
AZ,1954,7.0,8.0,18115.0,3880.0,176000.0,11335.0,740.0,1100.0,3880.0
AZ,1954,2.0,8.0,,3100.0,,9000.0,2400.0,1200.0,
AZ,1956,10.0,8.0,49676.0,17548.0,234000.0,16542.0,3015.0,12316.0,17548.0
AZ,1944,10.0,8.0,,838.0,158000.0,,,,
AZ,1947,11.0,8.0,,531.0,,,,,531.0
AZ,1947,9.0,8.0,,567.0,,,,,567.0
AZ,1953,8.0,8.0,16410.0,5056.0,,8339.0,1404.0,1611.0,5056.0
AZ,1962,4.0,8.0,,,67000.0,,,,
AZ,1954,9.0,8.0,30325.0,9087.0,,14116.0,1545.0,5577.0,9087.0
AZ,1956,1.0,8.0,,,109000.0,,,,
AZ,1964,5.0,8.0,19979.0,4569.0,,13582.0,872.0,956.0,4569.0
AZ,1967,12.0,,,,,,,,
AZ,1947,8.0,8.0,,608.0,,,,,608.0
AZ,1966,5.0,8.0,18336.0,0.0,,15740.0,1459.0,1137.0,0.0
AZ,1953,10.0,8.0,,10500.0,202000.0,23200.0,,,
AZ,1960,11.0,8.0,39075.0,14312.0,,15064.0,1937.0,7762.0,14312.0
AZ,1952,9.0,8.0,,9600.0,,10900.0,,,
AZ,1964,2.0,8.0,14547.0,2291.0,,10490.0,755.0,1011.0,2291.0
AZ,1953,6.0,8.0,23012.0,4709.0,,14030.0,1270.0,3003.0,
AZ,1947,12.0,8.0,,406.0,,,,,406.0
AZ,1966,12.0,8.0,19822.0,,,14975.0,2355.0,2492.0,0.0
AZ,1963,5.0,8.0,19520.0,5123.0,,12827.0,790.0,780.0,5123.0
AZ,1973,6.0,8.0,,,,12589.0,1055.0,1440.0,
AZ,1953,3.0,8.0,,3500.0,,6300.0,,,
AZ,1943,12.0,8.0,,1499.0,,,,,
AZ,1952,7.0,8.0,,3200.0,176000.0,8100.0,,,
AZ,1972,4.0,8.0,,,66600.0,12890.0,1185.0,1255.0,
AZ,1948,4.0,8.0,,,109000.0,,,,
AZ,1945,3.0,8.0,,1961.0,,,,,
AZ,1962,1.0,8.0,,,82000.0,,,,
AZ,1961,7.0,8.0,15148.0,3122.0,177000.0,10621.0,695.0,710.0,3122.0
AZ,1947,2.0,8.0,,1540.0,,,,,1540.0
AZ,1946,1.0,8.0,,1628.0,74000.0,,,,1628.0
AZ,1961,5.0,8.0,20661.0,7348.0,,11365.0,783.0,1165.0,7348.0
AZ,1945,9.0,8.0,,1340.0,,,,,3030.0
AZ,1952,6.0,8.0,,3700.0,,9100.0,,,
AZ,1955,1.0,8.0,,,86000.0,,,,
AZ,1971,12.0,8.0,18338.0,,,14303.0,1825.0,2210.0,0.0
AZ,1956,11.0,8.0,56152.0,17424.0,,17050.0,4058.0,17136.0,17424.0
AZ,1959,6.0,8.0,22287.0,7110.0,,13583.0,679.0,915.0,7110.0
AZ,1967,5.0,8.0,18771.0,,,15959.0,1405.0,1407.0,0.0
AZ,1957,10.0,8.0,45371.0,16594.0,213000.0,16710.0,2610.0,9132.0,16594.0
AZ,1957,8.0,8.0,15991.0,3413.0,,11013.0,750.0,665.0,3413.0
AZ,1953,5.0,8.0,15619.0,3195.0,,10309.0,960.0,1155.0,
AZ,1972,9.0,8.0,12255.0,,,10850.0,760.0,645.0,0.0
AZ,1971,5.0,8.0,,,,13290.0,1580.0,955.0,
AZ,1948,11.0,8.0,,38.0,,,214.0,5405.0,
AZ,1949,8.0,8.0,,0.0,,,127.0,2697.0,
AZ,1949,9.0,8.0,,0.0,,,249.0,4732.0,
AZ,1951,2.0,8.0,,1800.0,,8100.0,,,
AZ,1949,11.0,8.0,,0.0,,,247.0,4552.0,
AZ,1947,5.0,8.0,,909.0,,,,,909.0
AZ,1957,9.0,8.0,28326.0,10866.0,,13797.0,1370.0,2068.0,10866.0
AZ,1950,12.0,8.0,,2800.0,,12300.0,,,
AZ,1943,9.0,8.0,,1096.0,,,,,
AZ,1973,11.0,,,,,,,,
AZ,1952,4.0,8.0,,2400.0,62000.0,6000.0,,,
AZ,1952,2.0,8.0,,3900.0,,11000.0,,,
AZ,1954,5.0,8.0,15243.0,2829.0,,10625.0,384.0,895.0,2829.0
AZ,1964,6.0,8.0,21929.0,4772.0,,15328.0,748.0,1081.0,4772.0
AZ,1950,7.0,8.0,,300.0,187000.0,8300.0,,,
AZ,1968,2.0,8.0,14655.0,,,11700.0,1505.0,1450.0,0.0
AZ,1950,5.0,8.0,,300.0,,7200.0,,,
AZ,1945,10.0,8.0,,1277.0,144000.0,,,,4789.0
AZ,1950,8.0,8.0,,300.0,,4400.0,,,
AZ,1958,1.0,8.0,,,94000.0,,,,
AZ,1945,11.0,8.0,,1756.0,,,,,7660.0
AZ,1968,3.0,8.0,16725.0,,,13190.0,1765.0,1770.0,0.0
AZ,1962,9.0,8.0,15508.0,3375.0,,10670.0,580.0,883.0,3375.0
AZ,1948,12.0,8.0,,0.0,,,55.0,3944.0,
AZ,1949,10.0,8.0,,0.0,166000.0,,227.0,4089.0,
AZ,1969,3.0,8.0,15605.0,,,12575.0,1340.0,1690.0,0.0
AZ,1972,1.0,8.0,16175.0,,64599.99999999999,12645.0,1640.0,1890.0,0.0
AZ,1970,12.0,8.0,17864.0,,,13439.0,1985.0,2440.0,0.0
AZ,1960,5.0,8.0,22749.0,8906.0,,12275.0,693.0,875.0,8906.0
AZ,1960,2.0,,,,,,,,
AZ,1943,1.0,8.0,,,80000.0,,,,
AZ,1954,8.0,8.0,16726.0,3681.0,,10655.0,880.0,1360.0,3681.0
AZ,1966,9.0,8.0,12450.0,,,11420.0,640.0,390.0,0.0
AZ,1956,7.0,8.0,18099.0,4272.0,169000.0,10191.0,566.0,1940.0,4272.0
AZ,1964,11.0,8.0,23721.0,7239.0,,13767.0,858.0,1857.0,7239.0
AZ,1973,5.0,8.0,,,,13017.0,1041.0,655.0,
AZ,1960,10.0,8.0,34190.0,13675.0,173000.0,14657.0,1953.0,3905.0,13675.0
AZ,1950,6.0,8.0,,300.0,,9400.0,,,
AZ,1966,1.0,8.0,15975.0,0.0,62000.0,13179.0,1195.0,1601.0,0.0
AZ,1971,10.0,8.0,14500.0,,114700.0,12750.0,825.0,925.0,0.0
AZ,1974,4.0,8.0,,,,,,,
AZ,1961,4.0,8.0,,,76000.0,,,,
AZ,1961,9.0,8.0,21066.0,8552.0,,10686.0,678.0,1150.0,8552.0
AZ,1973,12.0,,,,,,,,
AZ,1954,3.0,8.0,,2600.0,,5900.0,460.0,640.0,
AZ,1965,10.0,8.0,16052.0,0.0,128000.0,13245.0,1406.0,1401.0,0.0
AZ,1965,8.0,8.0,10522.0,0.0,,9609.0,605.0,308.0,0.0
AZ,1967,1.0,8.0,16753.0,,64000.0,13120.0,1883.0,1750.0,0.0
AZ,1968,1.0,8.0,16780.0,,67000.0,13695.0,1525.0,1560.0,0.0
AZ,1969,6.0,8.0,18759.0,,,15755.0,1571.0,1433.0,0.0
AZ,1970,6.0,8.0,14472.0,,,11725.0,1562.0,1185.0,0.0
AZ,1970,3.0,,,,,,,,
AZ,1972,7.0,8.0,,,134100.0,10443.0,680.0,617.0,
AZ,1963,7.0,8.0,13632.0,1085.0,167000.0,11656.0,375.0,516.0,1085.0
AZ,1943,8.0,8.0,,849.0,,,,,
AZ,1945,1.0,8.0,,2197.0,84000.0,,,,
AZ,1954,1.0,8.0,,5600.0,93000.0,13900.0,1700.0,15300.0,
AZ,1962,10.0,8.0,18970.0,5091.0,155000.0,11863.0,901.0,1115.0,5091.0
AZ,1966,3.0,8.0,16048.0,0.0,,13821.0,980.0,1247.0,0.0
AZ,1968,11.0,8.0,17770.0,,,14210.0,1625.0,1935.0,0.0
AZ,1970,1.0,8.0,,,65000.0,,,,
AZ,1966,7.0,8.0,12688.0,0.0,149000.0,11560.0,755.0,373.0,0.0
AZ,1950,4.0,8.0,,300.0,63000.0,8000.0,,,
AZ,1972,2.0,8.0,15295.0,,,13240.0,1025.0,1030.0,0.0
AZ,1965,2.0,8.0,15534.0,0.0,,11977.0,750.0,1807.0,0.0
AZ,1944,7.0,8.0,,1639.0,175000.0,,,,
AZ,1971,9.0,8.0,11675.0,,,10685.0,565.0,425.0,0.0
AZ,1958,11.0,8.0,48376.0,20303.0,,16084.0,2713.0,8796.0,20303.0
AZ,1960,3.0,,,,,,,,
AZ,1958,6.0,8.0,24542.0,7746.0,,13307.0,915.0,1004.0,7746.0
AZ,1948,7.0,8.0,,,185000.0,,,,
AZ,1950,11.0,8.0,,2800.0,,11200.0,,,
AZ,1969,4.0,8.0,,,67400.0,14060.0,2000.0,2739.0,
AZ,1958,7.0,8.0,18435.0,4550.0,182000.0,11673.0,570.0,711.0,4550.0
AZ,1973,7.0,8.0,,,130000.0,11703.0,1120.0,895.0,
AZ,1957,4.0,8.0,17724.0,6776.0,80000.0,8372.0,990.0,1161.0,6776.0
AZ,1955,10.0,8.0,44237.0,14523.0,199000.0,15608.0,2450.0,11401.0,14523.0
AZ,1973,9.0,,,,,,,,
AZ,1959,9.0,8.0,27549.0,13122.0,,10786.0,1180.0,2461.0,13122.0
AZ,1959,5.0,,,,,,,,
AZ,1964,8.0,8.0,11856.0,452.0,,10381.0,535.0,488.0,452.0
AZ,1959,3.0,,,,,,,,
AZ,1943,4.0,8.0,,,101000.0,,,,
AZ,1969,5.0,8.0,18130.0,,,14945.0,1560.0,1625.0,0.0
AZ,1956,5.0,8.0,18198.0,5318.0,,10015.0,920.0,1370.0,5318.0
AZ,1972,3.0,8.0,15673.0,,,13013.0,1185.0,1475.0,0.0
AZ,1953,4.0,8.0,13329.0,2871.0,67000.0,9133.0,450.0,875.0,
AZ,1965,12.0,8.0,,,,,,,
AZ,1965,6.0,8.0,19971.0,0.0,,15995.0,2300.0,1676.0,0.0
AZ,1947,4.0,8.0,,1027.0,108000.0,,,,1027.0
AZ,1961,2.0,,,,,,,,
AZ,1968,12.0,8.0,18555.0,,,14490.0,1780.0,2285.0,0.0
AZ,1971,7.0,8.0,,,133000.0,11265.0,855.0,760.0,
AZ,1960,4.0,8.0,,,77000.0,,,,
AZ,1955,8.0,8.0,14175.0,2758.0,,9397.0,575.0,1395.0,2758.0
AZ,1947,10.0,8.0,,548.0,187000.0,,,,548.0
AZ,1947,6.0,8.0,,841.0,,,,,841.0
AZ,1960,8.0,8.0,14324.0,4131.0,,9001.0,540.0,652.0,4131.0
AZ,1959,8.0,8.0,16043.0,5685.0,,8813.0,610.0,935.0,5685.0
AZ,1973,4.0,8.0,16343.0,,59600.0,13960.0,1105.0,1278.0,0.0
AZ,1955,9.0,8.0,30608.0,9422.0,,13742.0,1685.0,5634.0,9422.0
AZ,1942,1.0,8.0,,,110000.0,,,,
AZ,1954,11.0,8.0,53566.0,15003.0,,15528.0,4030.0,18580.0,15003.0
AZ,1951,10.0,8.0,,7600.0,202000.0,12800.0,,,
AZ,1972,10.0,8.0,14785.0,,116700.0,12180.0,1520.0,1085.0,0.0
AZ,1946,7.0,8.0,,1074.0,162000.0,,,,1074.0
AZ,1968,9.0,8.0,,,,11375.0,690.0,539.0,
AZ,1959,2.0,,,,,,,,
AZ,1964,7.0,8.0,14941.0,1002.0,154000.0,12564.0,674.0,701.0,1002.0
AZ,1944,9.0,8.0,,928.0,,,,,
AZ,1967,3.0,8.0,15763.0,,,13145.0,1165.0,1453.0,0.0
AZ,1958,12.0,8.0,42223.0,13143.0,,16030.0,2375.0,10005.0,13143.0
AZ,1970,5.0,8.0,15044.0,,,12642.0,1282.0,1120.0,0.0
AZ,1963,4.0,8.0,20169.0,6405.0,76000.0,11854.0,775.0,1135.0,6405.0
AZ,1962,2.0,,,,,,,,
AZ,1946,9.0,8.0,,951.0,,,,,951.0
AZ,1967,2.0,8.0,14055.0,,,11780.0,1135.0,1140.0,0.0
AZ,1964,4.0,8.0,19940.0,6403.0,67000.0,11653.0,927.0,957.0,6403.0
AZ,1966,6.0,8.0,19852.0,0.0,,16317.0,2108.0,1427.0,0.0
AZ,1967,4.0,8.0,17905.0,,69000.0,14267.0,1520.0,2118.0,0.0
AZ,1973,1.0,8.0,16775.0,,64800.0,15115.0,655.0,1005.0,0.0
AZ,1974,7.0,8.0,,,,,,,
AZ,1972,8.0,8.0,,,,9412.0,330.0,308.0,
AZ,1971,3.0,8.0,14304.0,,,11679.0,1205.0,1420.0,0.0
AZ,1956,9.0,8.0,35537.0,13219.0,,13806.0,1540.0,6815.0,13219.0
AZ,1955,7.0,8.0,15335.0,3639.0,172000.0,8711.0,780.0,1245.0,3639.0
AZ,1950,1.0,8.0,,1800.0,61000.0,17100.0,,,
AZ,1959,10.0,8.0,39506.0,15383.0,186000.0,16125.0,2220.0,5778.0,15383.0
AZ,1957,1.0,8.0,,,86000.0,,,,
AZ,1961,6.0,8.0,20875.0,7131.0,,12068.0,742.0,934.0,7131.0
AZ,1946,3.0,8.0,,1470.0,,,,,1470.0
AZ,1946,6.0,8.0,,1378.0,,,,,1378.0
AZ,1962,3.0,,,,,,,,
AZ,1953,2.0,8.0,,3400.0,,9600.0,,,
AZ,1963,9.0,8.0,13874.0,2225.0,,10269.0,497.0,883.0,2225.0
AZ,1945,2.0,8.0,,2108.0,,,,,
AZ,1959,11.0,8.0,38630.0,16282.0,,15106.0,1603.0,5639.0,16282.0
AZ,1970,10.0,8.0,14993.0,,125000.0,12006.0,1445.0,1542.0,0.0
AZ,1969,7.0,8.0,,,140100.0,12680.0,685.0,845.0,
AZ,1956,8.0,8.0,16312.0,3767.0,,9836.0,773.0,1886.0,3767.0
AZ,1970,8.0,8.0,,,,8795.0,400.0,263.0,
AZ,1962,5.0,8.0,18941.0,6826.0,,10851.0,465.0,799.0,6826.0
AZ,1962,12.0,8.0,22715.0,6076.0,,13708.0,1360.0,1571.0,6076.0
AZ,1949,1.0,8.0,,,57000.0,,,,
AZ,1945,5.0,8.0,,1497.0,,,,,2551.0
AZ,1964,9.0,8.0,12731.0,2247.0,,9453.0,428.0,603.0,2247.0
AZ,1964,3.0,8.0,15002.0,2757.0,,10738.0,669.0,838.0,2757.0
AZ,1942,10.0,8.0,,,181000.0,,,,
AZ,1954,6.0,8.0,18193.0,3969.0,,10732.0,722.0,1469.0,3969.0
AZ,1959,12.0,8.0,32890.0,12316.0,,14388.0,1465.0,4721.0,12316.0
AZ,1951,8.0,8.0,,3300.0,,9600.0,,,
AZ,1974,10.0,8.0,,,,,,,
AZ,1971,1.0,8.0,15885.0,,60900.0,11765.0,1865.0,2255.0,0.0
AZ,1955,5.0,8.0,15435.0,3973.0,,8415.0,885.0,1812.0,3973.0
AZ,1949,7.0,8.0,,,188000.0,,,,
AZ,1963,11.0,8.0,22921.0,7976.0,,12307.0,775.0,1863.0,7976.0
AZ,1967,6.0,8.0,20810.0,,,17579.0,2035.0,1196.0,0.0
AZ,1942,7.0,8.0,,,191000.0,,,,
AZ,1967,7.0,8.0,16467.0,,144000.0,14160.0,1145.0,1162.0,0.0
AZ,1966,10.0,8.0,16413.0,,131000.0,13365.0,1890.0,1158.0,0.0
AZ,1954,12.0,8.0,,11600.0,,14100.0,3500.0,16200.0,
AZ,1949,4.0,8.0,,,65000.0,,,,
AZ,1964,12.0,8.0,23699.0,5455.0,,14367.0,1365.0,2512.0,5455.0
AZ,1943,10.0,8.0,,1600.0,175000.0,,,,
AZ,1971,4.0,8.0,,,64900.00000000001,13037.0,1705.0,1915.0,
AZ,1969,12.0,8.0,18416.0,,,13955.0,1910.0,2551.0,0.0
AZ,1945,8.0,8.0,,1448.0,,,,,2822.0
AZ,1950,10.0,8.0,,2900.0,224000.0,10800.0,,,
AZ,1953,12.0,8.0,,9500.0,,19100.0,,,
AZ,1949,12.0,8.0,,6200.0,,,187.0,9091.0,
AZ,1970,11.0,8.0,17400.0,,,13490.0,1835.0,2075.0,0.0
AZ,1973,2.0,8.0,14100.0,,,12755.0,690.0,655.0,0.0
AZ,1961,8.0,8.0,13474.0,3570.0,,8689.0,605.0,610.0,3570.0
AZ,1972,6.0,8.0,,,,12315.0,1373.0,1305.0,
AZ,1948,10.0,8.0,,405.0,191000.0,,113.0,5432.0,
AZ,1971,8.0,8.0,10100.0,,,9280.0,495.0,325.0,0.0
AZ,1951,11.0,8.0,,8200.0,,15900.0,,,
AZ,1943,5.0,8.0,,1318.0,,,,,
AZ,1965,3.0,8.0,15041.0,0.0,,11787.0,1595.0,1659.0,0.0
AZ,1961,3.0,,,,,,,,
AZ,1970,7.0,8.0,,,138100.0,11420.0,780.0,1040.0,
AZ,1963,3.0,8.0,15242.0,3621.0,,9609.0,841.0,1171.0,3621.0
AZ,1967,11.0,,,,,,,,
AZ,1950,9.0,8.0,,800.0,,8200.0,,,
AZ,1950,2.0,8.0,,1800.0,,6600.0,,,
AZ,1962,7.0,8.0,13222.0,2076.0,173000.0,10196.0,425.0,525.0,2076.0
AZ,1955,4.0,8.0,13534.0,3893.0,69000.0,6951.0,750.0,1540.0,3893.0
AZ,1973,3.0,8.0,13345.0,,,11690.0,755.0,900.0,0.0
AZ,1970,2.0,,,,,,,,
AZ,1968,7.0,8.0,,,136000.0,12910.0,795.0,710.0,
AZ,1948,9.0,8.0,,300.0,,,85.0,4931.0,
AZ,1965,1.0,8.0,15963.0,0.0,67000.0,12594.0,1340.0,2029.0,0.0
AZ,1968,4.0,8.0,,,73000.0,14955.0,2025.0,2185.0,
AZ,1962,8.0,8.0,12334.0,1352.0,,9683.0,664.0,635.0,1352.0
AZ,1968,5.0,8.0,,,,15711.0,1401.0,1140.0,
AZ,1946,5.0,8.0,,1243.0,,,,,1243.0
AZ,1959,1.0,8.0,,,94000.0,,,,
AZ,1951,12.0,8.0,,8800.0,,17000.0,,,
AZ,1971,6.0,8.0,,,,13010.0,1680.0,1185.0,
AZ,1961,12.0,,,,,,,,
AZ,1965,11.0,8.0,21097.0,0.0,,17739.0,1424.0,1934.0,0.0
AZ,1972,12.0,8.0,19420.0,,,16775.0,1005.0,1640.0,0.0
AZ,1951,7.0,8.0,,4600.0,181000.0,10100.0,,,
AZ,1960,6.0,8.0,21687.0,7547.0,,12611.0,705.0,824.0,7547.0
AZ,1969,1.0,8.0,17085.0,,65000.0,13485.0,1540.0,2060.0,0.0
AZ,1963,2.0,8.0,15375.0,3249.0,,10422.0,675.0,1029.0,3249.0
AZ,1966,2.0,8.0,15014.0,0.0,,12638.0,1017.0,1359.0,0.0
AR,1973,3.0,7.0,,,,,,,
AR,1960,8.0,7.0,9349.0,915.0,,7484.0,600.0,350.0,915.0
AR,1943,6.0,7.0,,,,,,,
AR,1962,12.0,7.0,950.0,0.0,,950.0,0.0,0.0,0.0
AR,1969,10.0,7.0,7000.0,,289000.0,7000.0,0.0,0.0,0.0
AR,1942,1.0,7.0,,,290000.0,,,,
AR,1974,4.0,7.0,,,,,,,
AR,1970,4.0,7.0,,,138000.0,,,,
AR,1955,11.0,7.0,72910.0,10977.0,,58604.0,1000.0,1500.0,11177.0
AR,1951,9.0,7.0,,3300.0,,29700.0,2200.0,1400.0,
AR,1957,11.0,7.0,71615.0,10061.0,,58378.0,675.0,1145.0,10061.0
AR,1969,1.0,7.0,,,90000.0,,,,
AR,1954,9.0,7.0,,9700.0,,87975.0,,,9700.0
AR,1968,5.0,7.0,,,,1750.0,1000.0,500.0,
AR,1961,6.0,7.0,58510.0,10786.0,,45994.0,600.0,1130.0,10786.0
AR,1946,10.0,7.0,,,430000.0,,,,
AR,1943,7.0,7.0,,,549000.0,,,,
AR,1943,11.0,7.0,,,,,,,
AR,1953,1.0,7.0,,0.0,69000.0,800.0,,,0.0
AR,1944,2.0,7.0,,,,,,,
AR,1957,4.0,7.0,2430.0,0.0,178000.0,1200.0,0.0,0.0,0.0
AR,1955,7.0,7.0,37246.0,1029.0,347000.0,33939.0,625.0,420.0,1029.0
AR,1959,2.0,,,,,,,,
AR,1949,10.0,7.0,,,833000.0,,,,
AR,1972,7.0,7.0,,,237000.0,6550.0,0.0,350.0,
AR,1969,9.0,7.0,1050.0,,,1000.0,50.0,0.0,0.0
AR,1958,9.0,7.0,21253.0,89.0,,18639.0,575.0,375.0,89.0
AR,1971,10.0,7.0,6550.0,,230000.0,6550.0,0.0,0.0,0.0
AR,1973,4.0,7.0,,,152000.0,,,,
AR,1955,8.0,7.0,6742.0,29.0,,4900.0,250.0,250.0,29.0
AR,1958,1.0,7.0,,,124000.0,,,,
AR,1963,1.0,7.0,,,128000.0,,,,
AR,1944,8.0,7.0,,,,,,,
AR,1968,9.0,7.0,,,,4400.0,200.0,50.0,
AR,1960,4.0,7.0,,,238000.0,,,,
AR,1957,1.0,7.0,,,116000.0,,,,
AR,1944,4.0,7.0,,,267000.0,,,,
AR,1956,11.0,7.0,32732.0,1483.0,,29690.0,325.0,634.0,1483.0
AR,1952,12.0,7.0,,1350.0,,14250.0,775.0,1025.0,1350.0
AR,1947,7.0,7.0,,,446000.0,,,,
AR,1957,5.0,7.0,24439.0,0.0,,18029.0,2150.0,2650.0,0.0
AR,1951,8.0,7.0,,700.0,,4900.0,500.0,600.0,
AR,1968,8.0,7.0,,,,4745.0,0.0,0.0,
AR,1964,4.0,7.0,,,183000.0,,,,
AR,1944,10.0,7.0,,,516000.0,,,,
AR,1972,9.0,7.0,,,,,,,
AR,1963,3.0,7.0,,,,,,,
AR,1957,9.0,7.0,49813.0,5151.0,,40469.0,733.0,1360.0,5151.0
AR,1954,3.0,7.0,,0.0,,600.0,,,0.0
AR,1964,6.0,7.0,41693.0,3905.0,,36998.0,300.0,490.0,3905.0
AR,1954,8.0,7.0,3705.0,0.0,,2720.0,50.0,100.0,0.0
AR,1971,7.0,7.0,,,232000.0,9475.0,50.0,125.0,
AR,1969,7.0,7.0,,,262000.0,10250.0,50.0,25.0,
AR,1971,12.0,7.0,,,,,,,
AR,1947,3.0,7.0,,,,,,,
AR,1958,5.0,7.0,10928.0,0.0,,4873.0,1900.0,2752.0,0.0
AR,1945,6.0,7.0,,,,,,,8198.0
AR,1947,8.0,7.0,,,,,,,
AR,1942,4.0,7.0,,,359000.0,,,,
AR,1967,3.0,7.0,,,,,,,
AR,1956,7.0,7.0,32478.0,2328.0,360000.0,27364.0,1034.0,544.0,2328.0
AR,1945,7.0,7.0,,,438000.0,,,,7098.0
AR,1954,7.0,7.0,22248.0,883.0,370000.0,19907.0,375.0,140.0,883.0
AR,1944,3.0,7.0,,,,,,,
AR,1952,11.0,7.0,,13825.0,,42850.0,1800.0,4400.0,14475.0
AR,1972,2.0,7.0,,,,,,,
AR,1974,7.0,7.0,,,,,,,
AR,1956,4.0,7.0,2650.0,0.0,175000.0,1500.0,0.0,0.0,0.0
AR,1945,3.0,7.0,,,,,,,
AR,1968,3.0,7.0,,,,,,,
AR,1961,10.0,7.0,87988.0,20924.0,686000.0,63927.0,1255.0,1882.0,20924.0
AR,1943,4.0,7.0,,,333000.0,,,,
AR,1968,10.0,7.0,9475.0,,313000.0,9475.0,0.0,0.0,0.0
AR,1943,5.0,7.0,,,,,,,
AR,1949,1.0,7.0,,,99000.0,,,,
AR,1964,2.0,7.0,,,,,,,
AR,1959,4.0,7.0,,,256000.0,,,,
AR,1954,5.0,7.0,37212.0,2532.0,,27980.0,2955.0,1765.0,2532.0
AR,1948,7.0,7.0,,,454000.0,,,,
AR,1946,6.0,7.0,,,,,,,
AR,1962,8.0,7.0,5132.0,112.0,,4895.0,75.0,50.0,112.0
AR,1968,2.0,7.0,,,,,,,
AR,1955,6.0,7.0,53408.0,3982.0,,45191.0,975.0,1860.0,3982.0
AR,1964,12.0,7.0,,,,,,,
AR,1945,10.0,7.0,,,442000.0,,,,8661.0
AR,1957,8.0,7.0,8670.0,575.0,,5770.0,375.0,350.0,575.0
AR,1965,7.0,7.0,34810.0,0.0,349000.0,34115.0,385.0,310.0,0.0
AR,1953,2.0,7.0,,0.0,,650.0,,,0.0
AR,1955,4.0,7.0,3036.0,0.0,168000.0,2000.0,0.0,0.0,0.0
AR,1946,3.0,7.0,,,,,,,
AR,1954,12.0,7.0,,100.0,,4325.0,,,100.0
AR,1965,3.0,7.0,,,,,,,
AR,1971,2.0,7.0,,,,,,,
AR,1962,3.0,,,,,,,,
AR,1966,10.0,7.0,18625.0,,340000.0,18525.0,75.0,25.0,0.0
AR,1956,1.0,7.0,,,124000.0,,,,
AR,1946,4.0,7.0,,,170000.0,,,,
AR,1959,12.0,7.0,2885.0,0.0,,2885.0,0.0,0.0,0.0
AR,1945,12.0,7.0,,,,,,,8784.0
AR,1964,5.0,7.0,13220.0,400.0,,8185.0,2660.0,1975.0,400.0
AR,1948,10.0,7.0,,,555000.0,,,,
AR,1944,9.0,7.0,,,,,,,
AR,1945,5.0,7.0,,,,,,,8031.0
AR,1967,8.0,7.0,11865.0,,,11865.0,0.0,0.0,0.0
AR,1967,7.0,7.0,16355.0,,261000.0,16030.0,250.0,75.0,0.0
AR,1959,7.0,7.0,38317.0,2305.0,394000.0,32661.0,2028.0,1323.0,2305.0
AR,1970,7.0,7.0,,,285000.0,7225.0,100.0,25.0,
AR,1947,6.0,7.0,,,,,,,
AR,1966,1.0,7.0,,,96000.0,,,,
AR,1951,7.0,7.0,,7600.0,370000.0,73000.0,5800.0,13600.0,
AR,1950,1.0,7.0,,,93000.0,,,,
AR,1956,5.0,7.0,19913.0,0.0,,12633.0,2950.0,2650.0,0.0
AR,1960,1.0,7.0,,,121000.0,,,,
AR,1973,6.0,7.0,,,,3500.0,400.0,400.0,
AR,1970,11.0,7.0,5150.0,,,5150.0,0.0,0.0,0.0
AR,1973,11.0,,,,,,,,
AR,1969,3.0,7.0,,,,,,,
AR,1945,9.0,7.0,,,,,,,7503.0
AR,1964,1.0,7.0,,,98000.0,,,,
AR,1947,12.0,7.0,,,,,,,
AR,1943,8.0,7.0,,,,,,,
AR,1956,6.0,7.0,47759.0,6211.0,,37289.0,800.0,1835.0,6211.0
AR,1958,3.0,,,,,,,,
AR,1966,5.0,7.0,6920.0,0.0,,4655.0,1390.0,875.0,0.0
AR,1953,11.0,7.0,56893.0,5597.0,,48686.0,710.0,1600.0,5597.0
AR,1972,11.0,7.0,3700.0,,,3700.0,0.0,0.0,0.0
AR,1952,4.0,7.0,,,229000.0,,,,
AR,1971,6.0,7.0,,,,3100.0,0.0,0.0,
AR,1955,9.0,7.0,76114.0,9967.0,,61447.0,1140.0,1805.0,10317.0
AR,1958,7.0,7.0,47466.0,1504.0,330000.0,40559.0,1650.0,1238.0,1504.0
AR,1951,1.0,7.0,,,84000.0,,,,
AR,1970,6.0,7.0,3775.0,,,3775.0,0.0,0.0,0.0
AR,1952,5.0,7.0,,1680.0,,50150.0,16700.0,6825.0,1680.0
AR,1957,7.0,7.0,41470.0,3118.0,351000.0,34877.0,1100.0,875.0,3118.0
AR,1943,12.0,7.0,,,,,,,
AR,1947,11.0,7.0,,,,,,,
AR,1954,6.0,7.0,63251.0,4957.0,,52332.0,1675.0,2887.0,4957.0
AR,1951,6.0,7.0,,3500.0,,44200.0,3300.0,5900.0,
AR,1959,3.0,,,,,,,,
AR,1949,7.0,7.0,,,448000.0,,,,
AR,1962,11.0,7.0,26452.0,927.0,,25200.0,0.0,325.0,927.0
AR,1958,6.0,7.0,44252.0,1210.0,,38175.0,1275.0,1875.0,1210.0
AR,1967,5.0,7.0,5025.0,,,3500.0,950.0,575.0,0.0
AR,1953,3.0,7.0,,0.0,,1275.0,,,0.0
AR,1958,4.0,7.0,,,168000.0,,,,
AR,1951,5.0,7.0,,0.0,,34400.0,1800.0,6100.0,
AR,1945,4.0,7.0,,,295000.0,,,,
AR,1946,12.0,7.0,,,,,,,
AR,1970,10.0,7.0,5500.0,,278000.0,5500.0,0.0,0.0,0.0
AR,1945,8.0,7.0,,,,,,,7518.0
